ride_id,seat_number,travel_date,travel_time,travel_from,car_type,max_capacity,number_of_tickets
9233,16B,28-01-18,19:07,Sirare,Bus,49,34.0
9259,23A,28-01-18,7:06,Kisii,Bus,49,14.0
9259,22B,28-01-18,7:06,Kisii,Bus,49,14.0
9259,21B,28-01-18,7:06,Kisii,Bus,49,14.0
9259,16B,28-01-18,7:06,Kisii,Bus,49,14.0
9259,2B,28-01-18,7:06,Kisii,Bus,49,14.0
9259,10A,28-01-18,7:06,Kisii,Bus,49,14.0
9233,2B,28-01-18,19:07,Sirare,Bus,49,34.0
9233,1B,28-01-18,19:07,Sirare,Bus,49,34.0
9260,1X,28-01-18,11:02,Kisii,shuttle,11,9.0
9260,9,28-01-18,11:02,Kisii,shuttle,11,9.0
9235,8A,28-01-18,7:09,Homa Bay,Bus,49,32.0
9259,17B,28-01-18,7:06,Kisii,Bus,49,14.0
9261,12A,28-01-18,7:08,Kehancha,Bus,49,8.0
9260,3,28-01-18,11:02,Kisii,shuttle,11,9.0
9260,5,28-01-18,11:02,Kisii,shuttle,11,9.0
9259,14A,28-01-18,7:06,Kisii,Bus,49,14.0
9259,13A,28-01-18,7:06,Kisii,Bus,49,14.0
9260,10,28-01-18,11:02,Kisii,shuttle,11,9.0
9260,8,28-01-18,11:02,Kisii,shuttle,11,9.0
9260,2,28-01-18,11:02,Kisii,shuttle,11,9.0
9259,6B,28-01-18,7:06,Kisii,Bus,49,14.0
9260,4,28-01-18,11:02,Kisii,shuttle,11,9.0
9262,7,28-01-18,11:03,Kisii,shuttle,11,2.0
9262,6,28-01-18,11:03,Kisii,shuttle,11,2.0
9260,1,28-01-18,11:02,Kisii,shuttle,11,9.0
9263,9,28-01-18,11:01,Kisii,shuttle,11,10.0
9233,17A,28-01-18,19:07,Sirare,Bus,49,34.0
9263,10,28-01-18,11:01,Kisii,shuttle,11,10.0
9263,4,28-01-18,11:01,Kisii,shuttle,11,10.0
9263,8,28-01-18,11:01,Kisii,shuttle,11,10.0
9263,1X,28-01-18,11:01,Kisii,shuttle,11,10.0
9263,1,28-01-18,11:01,Kisii,shuttle,11,10.0
9263,2,28-01-18,11:01,Kisii,shuttle,11,10.0
9263,3,28-01-18,11:01,Kisii,shuttle,11,10.0
9263,7,28-01-18,11:01,Kisii,shuttle,11,10.0
9235,19B,28-01-18,7:09,Homa Bay,Bus,49,32.0
9240,23B,28-01-18,7:05,Rongo,Bus,49,10.0
9263,5,28-01-18,11:01,Kisii,shuttle,11,10.0
9264,8,28-01-18,11:00,Kisii,shuttle,11,11.0
9264,9,28-01-18,11:00,Kisii,shuttle,11,11.0
9264,4,28-01-18,11:00,Kisii,shuttle,11,11.0
9264,2,28-01-18,11:00,Kisii,shuttle,11,11.0
9264,6,28-01-18,11:00,Kisii,shuttle,11,11.0
9264,5,28-01-18,11:00,Kisii,shuttle,11,11.0
9264,7,28-01-18,11:00,Kisii,shuttle,11,11.0
9264,10,28-01-18,11:00,Kisii,shuttle,11,11.0
9265,1,28-01-18,10:59,Kisii,shuttle,11,11.0
9264,1X,28-01-18,11:00,Kisii,shuttle,11,11.0
9264,1,28-01-18,11:00,Kisii,shuttle,11,11.0
9264,3,28-01-18,11:00,Kisii,shuttle,11,11.0
9265,3,28-01-18,10:59,Kisii,shuttle,11,11.0
9265,1X,28-01-18,10:59,Kisii,shuttle,11,11.0
9265,2,28-01-18,10:59,Kisii,shuttle,11,11.0
9265,4,28-01-18,10:59,Kisii,shuttle,11,11.0
9265,10,28-01-18,10:59,Kisii,shuttle,11,11.0
9234,24A,28-01-18,7:12,Migori,Bus,49,32.0
9265,9,28-01-18,10:59,Kisii,shuttle,11,11.0
9265,8,28-01-18,10:59,Kisii,shuttle,11,11.0
9265,7,28-01-18,10:59,Kisii,shuttle,11,11.0
9265,6,28-01-18,10:59,Kisii,shuttle,11,11.0
9266,5,28-01-18,10:58,Kisii,shuttle,11,11.0
9265,5,28-01-18,10:59,Kisii,shuttle,11,11.0
9266,1,28-01-18,10:58,Kisii,shuttle,11,11.0
9266,4,28-01-18,10:58,Kisii,shuttle,11,11.0
9266,1X,28-01-18,10:58,Kisii,shuttle,11,11.0
9233,9A,28-01-18,19:07,Sirare,Bus,49,34.0
9266,10,28-01-18,10:58,Kisii,shuttle,11,11.0
9266,8,28-01-18,10:58,Kisii,shuttle,11,11.0
9266,3,28-01-18,10:58,Kisii,shuttle,11,11.0
9266,9,28-01-18,10:58,Kisii,shuttle,11,11.0
9267,2,28-01-18,10:57,Kisii,shuttle,11,11.0
9267,1,28-01-18,10:57,Kisii,shuttle,11,11.0
9266,6,28-01-18,10:58,Kisii,shuttle,11,11.0
9266,7,28-01-18,10:58,Kisii,shuttle,11,11.0
9266,2,28-01-18,10:58,Kisii,shuttle,11,11.0
9268,4,28-01-18,10:56,Kisii,shuttle,11,10.0
9268,1X,28-01-18,10:56,Kisii,shuttle,11,10.0
9268,1,28-01-18,10:56,Kisii,shuttle,11,10.0
9267,5,28-01-18,10:57,Kisii,shuttle,11,11.0
9235,18A,28-01-18,7:09,Homa Bay,Bus,49,32.0
9267,10,28-01-18,10:57,Kisii,shuttle,11,11.0
9267,9,28-01-18,10:57,Kisii,shuttle,11,11.0
9267,3,28-01-18,10:57,Kisii,shuttle,11,11.0
9267,4,28-01-18,10:57,Kisii,shuttle,11,11.0
9267,1X,28-01-18,10:57,Kisii,shuttle,11,11.0
9267,8,28-01-18,10:57,Kisii,shuttle,11,11.0
9269,5,28-01-18,10:55,Kisii,shuttle,11,9.0
9267,7,28-01-18,10:57,Kisii,shuttle,11,11.0
9267,6,28-01-18,10:57,Kisii,shuttle,11,11.0
9270,1,28-01-18,10:54,Kisii,shuttle,11,10.0
9268,2,28-01-18,10:56,Kisii,shuttle,11,10.0
9268,10,28-01-18,10:56,Kisii,shuttle,11,10.0
9268,9,28-01-18,10:56,Kisii,shuttle,11,10.0
9235,17B,28-01-18,7:09,Homa Bay,Bus,49,32.0
9268,8,28-01-18,10:56,Kisii,shuttle,11,10.0
9268,7,28-01-18,10:56,Kisii,shuttle,11,10.0
9256,1B,28-01-18,7:08,Migori,Bus,49,15.0
9269,10,28-01-18,10:55,Kisii,shuttle,11,9.0
9235,25,28-01-18,7:09,Homa Bay,Bus,49,32.0
9271,4,28-01-18,10:53,Kisii,shuttle,11,11.0
9271,1,28-01-18,10:53,Kisii,shuttle,11,11.0
9235,15B,28-01-18,7:09,Homa Bay,Bus,49,32.0
9271,7,28-01-18,10:53,Kisii,shuttle,11,11.0
9271,2,28-01-18,10:53,Kisii,shuttle,11,11.0
9272,1X,28-01-18,10:52,Kisii,shuttle,11,9.0
9273,20B,28-01-18,7:08,Awendo,Bus,49,8.0
9269,9,28-01-18,10:55,Kisii,shuttle,11,9.0
9269,8,28-01-18,10:55,Kisii,shuttle,11,9.0
9268,6,28-01-18,10:56,Kisii,shuttle,11,10.0
9268,5,28-01-18,10:56,Kisii,shuttle,11,10.0
9256,24B,28-01-18,7:08,Migori,Bus,49,15.0
9269,6,28-01-18,10:55,Kisii,shuttle,11,9.0
9269,4,28-01-18,10:55,Kisii,shuttle,11,9.0
9274,23A,28-01-18,7:15,Migori,Bus,49,17.0
9269,3,28-01-18,10:55,Kisii,shuttle,11,9.0
9269,2,28-01-18,10:55,Kisii,shuttle,11,9.0
9270,10,28-01-18,10:54,Kisii,shuttle,11,10.0
9270,9,28-01-18,10:54,Kisii,shuttle,11,10.0
9270,8,28-01-18,10:54,Kisii,shuttle,11,10.0
9270,6,28-01-18,10:54,Kisii,shuttle,11,10.0
9269,7,28-01-18,10:55,Kisii,shuttle,11,9.0
9270,7,28-01-18,10:54,Kisii,shuttle,11,10.0
9271,8,28-01-18,10:53,Kisii,shuttle,11,11.0
9271,3,28-01-18,10:53,Kisii,shuttle,11,11.0
9270,5,28-01-18,10:54,Kisii,shuttle,11,10.0
9270,4,28-01-18,10:54,Kisii,shuttle,11,10.0
9270,3,28-01-18,10:54,Kisii,shuttle,11,10.0
9270,2,28-01-18,10:54,Kisii,shuttle,11,10.0
9271,9,28-01-18,10:53,Kisii,shuttle,11,11.0
9233,20B,28-01-18,19:07,Sirare,Bus,49,34.0
9233,19B,28-01-18,19:07,Sirare,Bus,49,34.0
9233,18B,28-01-18,19:07,Sirare,Bus,49,34.0
9271,10,28-01-18,10:53,Kisii,shuttle,11,11.0
9271,1X,28-01-18,10:53,Kisii,shuttle,11,11.0
9271,6,28-01-18,10:53,Kisii,shuttle,11,11.0
9271,5,28-01-18,10:53,Kisii,shuttle,11,11.0
9272,2,28-01-18,10:52,Kisii,shuttle,11,9.0
9275,4,28-01-18,10:51,Kisii,shuttle,11,11.0
9272,9,28-01-18,10:52,Kisii,shuttle,11,9.0
9272,10,28-01-18,10:52,Kisii,shuttle,11,9.0
9272,8,28-01-18,10:52,Kisii,shuttle,11,9.0
9272,6,28-01-18,10:52,Kisii,shuttle,11,9.0
9275,3,28-01-18,10:51,Kisii,shuttle,11,11.0
9275,2,28-01-18,10:51,Kisii,shuttle,11,11.0
9276,6,28-01-18,10:50,Kisii,shuttle,11,11.0
9272,4,28-01-18,10:52,Kisii,shuttle,11,9.0
9272,7,28-01-18,10:52,Kisii,shuttle,11,9.0
9275,10,28-01-18,10:51,Kisii,shuttle,11,11.0
9275,9,28-01-18,10:51,Kisii,shuttle,11,11.0
9235,16A,28-01-18,7:09,Homa Bay,Bus,49,32.0
9272,1,28-01-18,10:52,Kisii,shuttle,11,9.0
9275,5,28-01-18,10:51,Kisii,shuttle,11,11.0
9275,7,28-01-18,10:51,Kisii,shuttle,11,11.0
9275,6,28-01-18,10:51,Kisii,shuttle,11,11.0
9275,8,28-01-18,10:51,Kisii,shuttle,11,11.0
9275,1X,28-01-18,10:51,Kisii,shuttle,11,11.0
9275,1,28-01-18,10:51,Kisii,shuttle,11,11.0
9277,3B,28-01-18,7:01,Kisii,Bus,49,1.0
9276,7,28-01-18,10:50,Kisii,shuttle,11,11.0
9276,2,28-01-18,10:50,Kisii,shuttle,11,11.0
9276,1X,28-01-18,10:50,Kisii,shuttle,11,11.0
9278,4,28-01-18,10:40,Kisii,shuttle,11,10.0
9278,1X,28-01-18,10:40,Kisii,shuttle,11,10.0
9278,1,28-01-18,10:40,Kisii,shuttle,11,10.0
9276,8,28-01-18,10:50,Kisii,shuttle,11,11.0
9235,18B,28-01-18,7:09,Homa Bay,Bus,49,32.0
9278,10,28-01-18,10:40,Kisii,shuttle,11,10.0
9278,3,28-01-18,10:40,Kisii,shuttle,11,10.0
9278,2,28-01-18,10:40,Kisii,shuttle,11,10.0
9279,1,28-01-18,10:30,Kisii,shuttle,11,11.0
9276,5,28-01-18,10:50,Kisii,shuttle,11,11.0
9256,22A,28-01-18,7:08,Migori,Bus,49,15.0
9276,10,28-01-18,10:50,Kisii,shuttle,11,11.0
9256,24A,28-01-18,7:08,Migori,Bus,49,15.0
9256,21A,28-01-18,7:08,Migori,Bus,49,15.0
9256,23A,28-01-18,7:08,Migori,Bus,49,15.0
9276,9,28-01-18,10:50,Kisii,shuttle,11,11.0
9276,1,28-01-18,10:50,Kisii,shuttle,11,11.0
9278,7,28-01-18,10:40,Kisii,shuttle,11,10.0
9276,4,28-01-18,10:50,Kisii,shuttle,11,11.0
9233,15B,28-01-18,19:07,Sirare,Bus,49,34.0
9276,3,28-01-18,10:50,Kisii,shuttle,11,11.0
9278,9,28-01-18,10:40,Kisii,shuttle,11,10.0
9279,6,28-01-18,10:30,Kisii,shuttle,11,11.0
9279,2,28-01-18,10:30,Kisii,shuttle,11,11.0
9279,3,28-01-18,10:30,Kisii,shuttle,11,11.0
9278,8,28-01-18,10:40,Kisii,shuttle,11,10.0
9279,9,28-01-18,10:30,Kisii,shuttle,11,11.0
9279,8,28-01-18,10:30,Kisii,shuttle,11,11.0
9279,10,28-01-18,10:30,Kisii,shuttle,11,11.0
9278,5,28-01-18,10:40,Kisii,shuttle,11,10.0
9280,5,28-01-18,10:20,Kisii,shuttle,11,10.0
9279,7,28-01-18,10:30,Kisii,shuttle,11,11.0
9279,1X,28-01-18,10:30,Kisii,shuttle,11,11.0
9281,1X,28-01-18,10:00,Kisii,shuttle,11,8.0
9280,2,28-01-18,10:20,Kisii,shuttle,11,10.0
9261,8A,28-01-18,7:08,Kehancha,Bus,49,8.0
9280,1X,28-01-18,10:20,Kisii,shuttle,11,10.0
9280,1,28-01-18,10:20,Kisii,shuttle,11,10.0
9279,4,28-01-18,10:30,Kisii,shuttle,11,11.0
9279,5,28-01-18,10:30,Kisii,shuttle,11,11.0
9280,10,28-01-18,10:20,Kisii,shuttle,11,10.0
9233,5B,28-01-18,19:07,Sirare,Bus,49,34.0
9280,9,28-01-18,10:20,Kisii,shuttle,11,10.0
9280,4,28-01-18,10:20,Kisii,shuttle,11,10.0
9280,3,28-01-18,10:20,Kisii,shuttle,11,10.0
9282,3,28-01-18,10:10,Kisii,shuttle,11,11.0
9280,7,28-01-18,10:20,Kisii,shuttle,11,10.0
9280,8,28-01-18,10:20,Kisii,shuttle,11,10.0
9282,7,28-01-18,10:10,Kisii,shuttle,11,11.0
9282,1X,28-01-18,10:10,Kisii,shuttle,11,11.0
9282,10,28-01-18,10:10,Kisii,shuttle,11,11.0
9282,9,28-01-18,10:10,Kisii,shuttle,11,11.0
9282,8,28-01-18,10:10,Kisii,shuttle,11,11.0
9235,7A,28-01-18,7:09,Homa Bay,Bus,49,32.0
9282,4,28-01-18,10:10,Kisii,shuttle,11,11.0
9261,16A,28-01-18,7:08,Kehancha,Bus,49,8.0
9282,5,28-01-18,10:10,Kisii,shuttle,11,11.0
9282,6,28-01-18,10:10,Kisii,shuttle,11,11.0
9282,2,28-01-18,10:10,Kisii,shuttle,11,11.0
9281,10,28-01-18,10:00,Kisii,shuttle,11,8.0
9245,1B,28-01-18,7:14,Rongo,Bus,49,8.0
9281,9,28-01-18,10:00,Kisii,shuttle,11,8.0
9282,1,28-01-18,10:10,Kisii,shuttle,11,11.0
9281,8,28-01-18,10:00,Kisii,shuttle,11,8.0
9281,2,28-01-18,10:00,Kisii,shuttle,11,8.0
9281,3,28-01-18,10:00,Kisii,shuttle,11,8.0
9259,7A,28-01-18,7:06,Kisii,Bus,49,14.0
9283,6,28-01-18,9:50,Kisii,shuttle,11,10.0
9283,7,28-01-18,9:50,Kisii,shuttle,11,10.0
9261,14A,28-01-18,7:08,Kehancha,Bus,49,8.0
9261,5A,28-01-18,7:08,Kehancha,Bus,49,8.0
9256,19B,28-01-18,7:08,Migori,Bus,49,15.0
9284,1,28-01-18,6:30,Keroka,shuttle,11,1.0
9235,15A,28-01-18,7:09,Homa Bay,Bus,49,32.0
9285,10A,28-01-18,7:14,Nyachenge,Bus,49,3.0
9233,13A,28-01-18,19:07,Sirare,Bus,49,34.0
9286,24B,28-01-18,7:04,Homa Bay,Bus,49,29.0
9286,23B,28-01-18,7:04,Homa Bay,Bus,49,29.0
9286,17B,28-01-18,7:04,Homa Bay,Bus,49,29.0
9286,22B,28-01-18,7:04,Homa Bay,Bus,49,29.0
9286,7B,28-01-18,7:04,Homa Bay,Bus,49,29.0
9245,25,28-01-18,7:14,Rongo,Bus,49,8.0
9274,4B,28-01-18,7:15,Migori,Bus,49,17.0
9274,3B,28-01-18,7:15,Migori,Bus,49,17.0
9245,24A,28-01-18,7:14,Rongo,Bus,49,8.0
9245,19A,28-01-18,7:14,Rongo,Bus,49,8.0
9287,21A,28-01-18,7:09,Rongo,Bus,49,4.0
9286,20B,28-01-18,7:04,Homa Bay,Bus,49,29.0
9286,19B,28-01-18,7:04,Homa Bay,Bus,49,29.0
9286,4B,28-01-18,7:04,Homa Bay,Bus,49,29.0
9256,5B,28-01-18,7:08,Migori,Bus,49,15.0
9256,18B,28-01-18,7:08,Migori,Bus,49,15.0
9256,17B,28-01-18,7:08,Migori,Bus,49,15.0
9288,24A,28-01-18,7:11,Homa Bay,Bus,49,1.0
9274,15B,28-01-18,7:15,Migori,Bus,49,17.0
9274,14B,28-01-18,7:15,Migori,Bus,49,17.0
9274,1B,28-01-18,7:15,Migori,Bus,49,17.0
9286,23A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9274,13B,28-01-18,7:15,Migori,Bus,49,17.0
9286,3A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9286,6A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9286,22A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9289,10B,28-01-18,7:00,Sirare,Bus,49,4.0
9274,8B,28-01-18,7:15,Migori,Bus,49,17.0
9289,3A,28-01-18,7:00,Sirare,Bus,49,4.0
9286,20A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9233,17B,28-01-18,19:07,Sirare,Bus,49,34.0
9274,6B,28-01-18,7:15,Migori,Bus,49,17.0
9286,21A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9274,13A,28-01-18,7:15,Migori,Bus,49,17.0
9274,10A,28-01-18,7:15,Migori,Bus,49,17.0
9286,18A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9256,6A,28-01-18,7:08,Migori,Bus,49,15.0
9274,18B,28-01-18,7:15,Migori,Bus,49,17.0
9274,16B,28-01-18,7:15,Migori,Bus,49,17.0
9281,4,28-01-18,10:00,Kisii,shuttle,11,8.0
9283,3,28-01-18,9:50,Kisii,shuttle,11,10.0
9240,1B,28-01-18,7:05,Rongo,Bus,49,10.0
9234,14B,28-01-18,7:12,Migori,Bus,49,32.0
9235,3B,28-01-18,7:09,Homa Bay,Bus,49,32.0
9285,7A,28-01-18,7:14,Nyachenge,Bus,49,3.0
9235,11A,28-01-18,7:09,Homa Bay,Bus,49,32.0
9286,16A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9286,4A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9238,4A,28-01-18,7:10,Rongo,Bus,49,2.0
9240,23A,28-01-18,7:05,Rongo,Bus,49,10.0
9274,12A,28-01-18,7:15,Migori,Bus,49,17.0
9235,4B,28-01-18,7:09,Homa Bay,Bus,49,32.0
9285,8A,28-01-18,7:14,Nyachenge,Bus,49,3.0
9286,19A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9234,2B,28-01-18,7:12,Migori,Bus,49,32.0
9286,11A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9290,13B,28-01-18,7:04,Keroka,Bus,49,1.0
9234,17A,28-01-18,7:12,Migori,Bus,49,32.0
9286,14A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9273,14B,28-01-18,7:08,Awendo,Bus,49,8.0
9235,3A,28-01-18,7:09,Homa Bay,Bus,49,32.0
9286,17A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9235,6B,28-01-18,7:09,Homa Bay,Bus,49,32.0
9289,14A,28-01-18,7:00,Sirare,Bus,49,4.0
9234,10A,28-01-18,7:12,Migori,Bus,49,32.0
9291,24A,28-01-18,7:04,Rongo,Bus,49,1.0
9286,15A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9234,6B,28-01-18,7:12,Migori,Bus,49,32.0
9234,22B,28-01-18,7:12,Migori,Bus,49,32.0
9286,12A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9287,14A,28-01-18,7:09,Rongo,Bus,49,4.0
9235,20B,28-01-18,7:09,Homa Bay,Bus,49,32.0
9286,13A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9239,9A,28-01-18,7:13,Kehancha,Bus,49,6.0
9273,9B,28-01-18,7:08,Awendo,Bus,49,8.0
9235,12A,28-01-18,7:09,Homa Bay,Bus,49,32.0
9240,16A,28-01-18,7:05,Rongo,Bus,49,10.0
9286,8A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9234,6A,28-01-18,7:12,Migori,Bus,49,32.0
9273,21B,28-01-18,7:08,Awendo,Bus,49,8.0
9286,9A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9234,9A,28-01-18,7:12,Migori,Bus,49,32.0
9234,13A,28-01-18,7:12,Migori,Bus,49,32.0
9234,11A,28-01-18,7:12,Migori,Bus,49,32.0
9274,9A,28-01-18,7:15,Migori,Bus,49,17.0
9256,4A,28-01-18,7:08,Migori,Bus,49,15.0
9256,3A,28-01-18,7:08,Migori,Bus,49,15.0
9286,7A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9261,11A,28-01-18,7:08,Kehancha,Bus,49,8.0
9256,3B,28-01-18,7:08,Migori,Bus,49,15.0
9261,10A,28-01-18,7:08,Kehancha,Bus,49,8.0
9261,9A,28-01-18,7:08,Kehancha,Bus,49,8.0
9239,12A,28-01-18,7:13,Kehancha,Bus,49,6.0
9235,13A,28-01-18,7:09,Homa Bay,Bus,49,32.0
9235,5B,28-01-18,7:09,Homa Bay,Bus,49,32.0
9240,16B,28-01-18,7:05,Rongo,Bus,49,10.0
9287,8B,28-01-18,7:09,Rongo,Bus,49,4.0
9287,7B,28-01-18,7:09,Rongo,Bus,49,4.0
9234,12A,28-01-18,7:12,Migori,Bus,49,32.0
9273,10B,28-01-18,7:08,Awendo,Bus,49,8.0
9243,22A,28-01-18,7:05,Nyachenge,Bus,49,2.0
9273,6B,28-01-18,7:08,Awendo,Bus,49,8.0
9274,5A,28-01-18,7:15,Migori,Bus,49,17.0
9240,8A,28-01-18,7:05,Rongo,Bus,49,10.0
9274,14A,28-01-18,7:15,Migori,Bus,49,17.0
9234,20A,28-01-18,7:12,Migori,Bus,49,32.0
9286,12B,28-01-18,7:04,Homa Bay,Bus,49,29.0
9286,5A,28-01-18,7:04,Homa Bay,Bus,49,29.0
9273,8B,28-01-18,7:08,Awendo,Bus,49,8.0
9273,7B,28-01-18,7:08,Awendo,Bus,49,8.0
9283,5,28-01-18,9:50,Kisii,shuttle,11,10.0
9281,1,28-01-18,10:00,Kisii,shuttle,11,8.0
9283,4,28-01-18,9:50,Kisii,shuttle,11,10.0
9283,8,28-01-18,9:50,Kisii,shuttle,11,10.0
9283,9,28-01-18,9:50,Kisii,shuttle,11,10.0
9283,1X,28-01-18,9:50,Kisii,shuttle,11,10.0
9283,10,28-01-18,9:50,Kisii,shuttle,11,10.0
9283,1,28-01-18,9:50,Kisii,shuttle,11,10.0
9301,9,28-01-18,9:40,Kisii,shuttle,11,11.0
9301,10,28-01-18,9:40,Kisii,shuttle,11,11.0
9302,1,28-01-18,6:40,Keroka,shuttle,11,1.0
9289,9A,28-01-18,7:00,Sirare,Bus,49,4.0
9303,5,28-01-18,9:30,Kisii,shuttle,11,8.0
9301,1X,28-01-18,9:40,Kisii,shuttle,11,11.0
9301,8,28-01-18,9:40,Kisii,shuttle,11,11.0
9301,4,28-01-18,9:40,Kisii,shuttle,11,11.0
9301,3,28-01-18,9:40,Kisii,shuttle,11,11.0
9301,2,28-01-18,9:40,Kisii,shuttle,11,11.0
9303,2,28-01-18,9:30,Kisii,shuttle,11,8.0
9303,3,28-01-18,9:30,Kisii,shuttle,11,8.0
9301,7,28-01-18,9:40,Kisii,shuttle,11,11.0
9301,6,28-01-18,9:40,Kisii,shuttle,11,11.0
9301,5,28-01-18,9:40,Kisii,shuttle,11,11.0
9303,1X,28-01-18,9:30,Kisii,shuttle,11,8.0
9303,10,28-01-18,9:30,Kisii,shuttle,11,8.0
9303,9,28-01-18,9:30,Kisii,shuttle,11,8.0
9303,8,28-01-18,9:30,Kisii,shuttle,11,8.0
9304,1X,28-01-18,9:20,Kisii,shuttle,11,11.0
9303,4,28-01-18,9:30,Kisii,shuttle,11,8.0
9301,1,28-01-18,9:40,Kisii,shuttle,11,11.0
9304,10,28-01-18,9:20,Kisii,shuttle,11,11.0
9304,3,28-01-18,9:20,Kisii,shuttle,11,11.0
9304,9,28-01-18,9:20,Kisii,shuttle,11,11.0
9304,8,28-01-18,9:20,Kisii,shuttle,11,11.0
9304,2,28-01-18,9:20,Kisii,shuttle,11,11.0
9305,7,28-01-18,9:00,Kisii,shuttle,11,11.0
9305,1,28-01-18,9:00,Kisii,shuttle,11,11.0
9259,24B,28-01-18,7:06,Kisii,Bus,49,14.0
9304,4,28-01-18,9:20,Kisii,shuttle,11,11.0
9306,9,28-01-18,9:10,Kisii,shuttle,11,8.0
9306,8,28-01-18,9:10,Kisii,shuttle,11,8.0
9305,2,28-01-18,9:00,Kisii,shuttle,11,11.0
9304,1,28-01-18,9:20,Kisii,shuttle,11,11.0
9304,7,28-01-18,9:20,Kisii,shuttle,11,11.0
9304,6,28-01-18,9:20,Kisii,shuttle,11,11.0
9304,5,28-01-18,9:20,Kisii,shuttle,11,11.0
9306,5,28-01-18,9:10,Kisii,shuttle,11,8.0
9306,2,28-01-18,9:10,Kisii,shuttle,11,8.0
9305,9,28-01-18,9:00,Kisii,shuttle,11,11.0
9305,1X,28-01-18,9:00,Kisii,shuttle,11,11.0
9305,10,28-01-18,9:00,Kisii,shuttle,11,11.0
9305,8,28-01-18,9:00,Kisii,shuttle,11,11.0
9305,6,28-01-18,9:00,Kisii,shuttle,11,11.0
9305,5,28-01-18,9:00,Kisii,shuttle,11,11.0
9307,21B,28-01-18,19:04,Kisii,Bus,49,23.0
9307,25,28-01-18,19:04,Kisii,Bus,49,23.0
9307,24A,28-01-18,19:04,Kisii,Bus,49,23.0
9306,4,28-01-18,9:10,Kisii,shuttle,11,8.0
9306,7,28-01-18,9:10,Kisii,shuttle,11,8.0
9306,6,28-01-18,9:10,Kisii,shuttle,11,8.0
9308,1X,28-01-18,8:50,Kisii,shuttle,11,5.0
9308,4,28-01-18,8:50,Kisii,shuttle,11,5.0
9307,24B,28-01-18,19:04,Kisii,Bus,49,23.0
9307,23B,28-01-18,19:04,Kisii,Bus,49,23.0
9308,6,28-01-18,8:50,Kisii,shuttle,11,5.0
9259,18B,28-01-18,7:06,Kisii,Bus,49,14.0
9305,4,28-01-18,9:00,Kisii,shuttle,11,11.0
9305,3,28-01-18,9:00,Kisii,shuttle,11,11.0
9307,23A,28-01-18,19:04,Kisii,Bus,49,23.0
9308,7,28-01-18,8:50,Kisii,shuttle,11,5.0
9308,5,28-01-18,8:50,Kisii,shuttle,11,5.0
9306,1,28-01-18,9:10,Kisii,shuttle,11,8.0
9309,10,28-01-18,8:30,Kisii,shuttle,11,10.0
9309,9,28-01-18,8:30,Kisii,shuttle,11,10.0
9309,8,28-01-18,8:30,Kisii,shuttle,11,10.0
9309,6,28-01-18,8:30,Kisii,shuttle,11,10.0
9309,3,28-01-18,8:30,Kisii,shuttle,11,10.0
9309,2,28-01-18,8:30,Kisii,shuttle,11,10.0
9307,22B,28-01-18,19:04,Kisii,Bus,49,23.0
9310,4,28-01-18,8:40,Kisii,shuttle,11,3.0
9310,5,28-01-18,8:40,Kisii,shuttle,11,3.0
9311,12B,29-01-18,7:00,Keroka,Bus,49,9.0
9312,22A,29-01-18,7:08,Migori,Bus,49,14.0
9312,23A,29-01-18,7:08,Migori,Bus,49,14.0
9313,24B,29-01-18,7:04,Homa Bay,Bus,49,18.0
9314,23B,29-01-18,19:07,Sirare,Bus,49,23.0
9314,21B,29-01-18,19:07,Sirare,Bus,49,23.0
9315,21B,29-01-18,7:05,Keroka,Bus,49,5.0
9314,22B,29-01-18,19:07,Sirare,Bus,49,23.0
9316,20A,29-01-18,7:05,Nyachenge,Bus,49,2.0
9312,6A,29-01-18,7:08,Migori,Bus,49,14.0
9314,4B,29-01-18,19:07,Sirare,Bus,49,23.0
9311,14A,29-01-18,7:00,Keroka,Bus,49,9.0
9307,12A,28-01-18,19:04,Kisii,Bus,49,23.0
9317,22B,29-01-18,7:05,Rongo,Bus,49,7.0
9311,19A,29-01-18,7:00,Keroka,Bus,49,9.0
9312,3A,29-01-18,7:08,Migori,Bus,49,14.0
9315,22A,29-01-18,7:05,Keroka,Bus,49,5.0
9317,9A,29-01-18,7:05,Rongo,Bus,49,7.0
